row_id,HomePlanet,Destination,CryoSleep,Age,VIP,TotalSpent,HasGroup,Deck,Side,CabinNo,Transported
62,Earth,TRAPPIST-1e,False,18.0,False,705.0,True,G,S,10,True
63,Earth,55 Cancri e,False,21.0,False,2007.0,True,F,S,15,False
64,Mars,TRAPPIST-1e,False,,False,1048.0,False,E,S,4,False
65,Earth,TRAPPIST-1e,False,42.0,False,902.0,False,F,S,16,True
66,Earth,TRAPPIST-1e,False,19.0,False,922.0,False,F,P,13,False
67,Earth,TRAPPIST-1e,False,17.0,False,2233.0,False,F,P,14,False
68,Earth,TRAPPIST-1e,False,14.0,False,1064.0,False,F,S,17,False
69,Mars,PSO J318.5-22,False,37.0,False,879.0,False,D,P,3,False
70,Europa,TRAPPIST-1e,False,42.0,False,8904.0,False,C,S,3,True
71,Mars,TRAPPIST-1e,False,27.0,False,1165.0,False,F,S,18,True
72,Mars,TRAPPIST-1e,False,28.0,False,1309.0,False,F,P,15,True
73,Europa,TRAPPIST-1e,False,38.0,False,15815.0,False,C,S,4,False
74,Earth,TRAPPIST-1e,True,13.0,False,0.0,False,G,S,13,False
75,Mars,TRAPPIST-1e,False,42.0,False,7406.0,True,F,P,16,False
76,Mars,TRAPPIST-1e,True,2.0,False,0.0,True,F,P,16,True
77,Mars,TRAPPIST-1e,False,8.0,False,0.0,True,F,P,16,True
78,Earth,TRAPPIST-1e,False,24.0,False,705.0,False,G,S,14,True
79,Europa,TRAPPIST-1e,True,40.0,False,0.0,False,C,S,5,True
80,Earth,TRAPPIST-1e,False,43.0,False,1362.0,False,F,P,17,False
81,Mars,PSO J318.5-22,True,45.0,False,0.0,False,E,S,5,True
82,Earth,TRAPPIST-1e,True,35.0,False,0.0,False,G,S,15,True
83,Earth,TRAPPIST-1e,True,26.0,False,0.0,True,G,S,16,True
84,Earth,TRAPPIST-1e,False,27.0,False,917.0,True,F,S,20,False
85,Earth,TRAPPIST-1e,False,19.0,False,705.0,True,G,P,9,False
86,Earth,TRAPPIST-1e,True,0.0,False,0.0,True,G,P,9,True
87,Earth,TRAPPIST-1e,True,3.0,False,0.0,True,G,P,9,True
88,Europa,TRAPPIST-1e,False,54.0,False,1848.0,False,A,S,2,False
89,Earth,TRAPPIST-1e,False,26.0,False,893.0,True,G,P,11,False
90,Earth,TRAPPIST-1e,False,26.0,False,3855.0,True,G,P,11,True
91,Earth,PSO J318.5-22,False,23.0,False,1301.0,True,F,P,19,False
92,Earth,TRAPPIST-1e,,2.0,False,0.0,True,G,P,12,True
93,Mars,TRAPPIST-1e,True,31.0,False,0.0,False,,,,True
94,Earth,TRAPPIST-1e,False,18.0,False,921.0,False,F,S,23,False
95,Earth,TRAPPIST-1e,False,24.0,False,,True,F,S,24,True
96,Earth,55 Cancri e,True,9.0,False,0.0,True,G,S,18,True
97,Earth,TRAPPIST-1e,True,6.0,False,0.0,True,G,S,18,False
98,Earth,TRAPPIST-1e,False,27.0,False,703.0,False,F,P,21,False
99,Mars,TRAPPIST-1e,False,21.0,False,1765.0,False,D,S,2,False
100,Earth,TRAPPIST-1e,True,23.0,False,0.0,True,G,S,19,False
101,Earth,TRAPPIST-1e,False,31.0,False,888.0,True,G,S,19,False
102,Earth,TRAPPIST-1e,False,0.0,False,0.0,True,G,S,19,True
103,Europa,TRAPPIST-1e,False,32.0,False,5109.0,True,,,,False
104,Europa,TRAPPIST-1e,False,40.0,False,2018.0,True,B,P,5,False
105,Europa,TRAPPIST-1e,False,42.0,False,15940.0,True,B,P,5,True
106,Europa,TRAPPIST-1e,True,28.0,False,0.0,True,B,P,5,True
107,Europa,TRAPPIST-1e,True,29.0,False,0.0,False,E,S,6,True
108,Europa,55 Cancri e,False,48.0,True,2654.0,False,B,S,1,True
109,Earth,TRAPPIST-1e,False,64.0,False,804.0,False,F,P,23,True
110,Earth,TRAPPIST-1e,False,27.0,False,907.0,False,G,S,20,False
111,Mars,TRAPPIST-1e,,26.0,False,,False,F,P,24,True
112,Europa,TRAPPIST-1e,False,33.0,False,2640.0,False,D,P,4,True
113,Europa,TRAPPIST-1e,False,39.0,False,9307.0,True,A,P,0,False
114,Europa,TRAPPIST-1e,True,13.0,False,0.0,True,A,P,0,True
115,Mars,TRAPPIST-1e,True,24.0,False,0.0,False,F,P,25,True
116,Earth,TRAPPIST-1e,False,29.0,False,773.0,False,G,S,21,False
117,Earth,TRAPPIST-1e,False,18.0,False,702.0,False,F,P,27,False
118,Mars,TRAPPIST-1e,True,67.0,False,0.0,False,F,S,27,True
119,Mars,TRAPPIST-1e,False,35.0,False,1022.0,False,E,S,7,False
120,Mars,TRAPPIST-1e,False,61.0,True,3014.0,True,D,S,3,False
121,Mars,TRAPPIST-1e,False,45.0,False,2109.0,True,E,S,8,False
122,Earth,PSO J318.5-22,True,22.0,False,0.0,False,G,S,22,True
123,Mars,TRAPPIST-1e,True,19.0,False,0.0,True,F,S,29,True
124,Mars,TRAPPIST-1e,False,36.0,False,2738.0,True,D,S,5,False
125,Earth,TRAPPIST-1e,False,19.0,False,744.0,False,G,P,17,True
126,Earth,PSO J318.5-22,False,47.0,False,721.0,False,G,S,23,False
127,Earth,TRAPPIST-1e,True,13.0,False,0.0,True,G,P,18,True
128,Earth,,False,34.0,False,793.0,True,E,P,5,False
129,Europa,55 Cancri e,True,35.0,False,0.0,False,C,S,6,True
130,Earth,TRAPPIST-1e,True,24.0,False,0.0,True,G,P,19,True
131,Earth,TRAPPIST-1e,False,26.0,False,902.0,True,F,P,29,False
132,Mars,TRAPPIST-1e,False,31.0,False,,False,F,P,30,False
133,Earth,TRAPPIST-1e,False,20.0,False,630.0,False,F,S,31,True
134,Earth,TRAPPIST-1e,False,56.0,False,0.0,False,G,S,25,False
135,Earth,TRAPPIST-1e,True,50.0,False,0.0,False,G,S,26,True
136,Mars,TRAPPIST-1e,False,42.0,False,1158.0,False,F,P,31,False
137,Earth,55 Cancri e,True,,False,0.0,False,G,S,27,True
138,Earth,55 Cancri e,True,38.0,False,0.0,False,G,P,20,False
139,Earth,,False,41.0,False,607.0,False,F,P,32,False
140,Earth,TRAPPIST-1e,False,22.0,False,4180.0,False,G,P,22,False
141,Europa,TRAPPIST-1e,True,26.0,False,0.0,True,B,P,8,True
142,Europa,TRAPPIST-1e,True,17.0,False,0.0,True,B,P,8,True
143,Earth,TRAPPIST-1e,False,57.0,False,,True,G,S,28,True
144,Earth,PSO J318.5-22,True,17.0,False,0.0,True,G,S,28,False
145,Mars,TRAPPIST-1e,True,35.0,False,0.0,False,F,P,37,True
146,Mars,TRAPPIST-1e,True,13.0,False,0.0,True,F,S,35,True
147,Mars,TRAPPIST-1e,False,27.0,False,1572.0,True,F,S,35,False
148,Earth,TRAPPIST-1e,True,31.0,False,0.0,False,G,P,23,False
149,Earth,TRAPPIST-1e,False,24.0,False,788.0,False,E,S,10,False
150,Earth,PSO J318.5-22,True,19.0,False,0.0,False,G,S,30,True
151,Earth,TRAPPIST-1e,True,32.0,False,0.0,False,G,P,24,True
152,Earth,TRAPPIST-1e,False,58.0,False,990.0,False,E,S,11,True
153,Earth,55 Cancri e,False,21.0,False,593.0,False,F,P,38,False
154,Europa,TRAPPIST-1e,False,38.0,False,27428.0,False,B,S,2,False
155,Mars,TRAPPIST-1e,False,38.0,False,3722.0,False,D,S,6,False
156,Earth,TRAPPIST-1e,False,19.0,False,906.0,True,G,P,26,True
157,Earth,TRAPPIST-1e,False,0.0,False,0.0,True,G,P,26,False
158,Earth,TRAPPIST-1e,False,3.0,False,0.0,True,G,P,26,True
159,Earth,TRAPPIST-1e,False,20.0,False,394.0,False,G,P,27,False
160,Europa,TRAPPIST-1e,True,24.0,False,0.0,False,C,P,3,True
161,Earth,TRAPPIST-1e,False,37.0,False,821.0,False,F,S,36,True
162,Earth,TRAPPIST-1e,False,25.0,False,1018.0,False,G,P,28,False
163,Earth,TRAPPIST-1e,True,56.0,False,0.0,False,G,S,31,True
164,Earth,55 Cancri e,False,49.0,False,788.0,False,E,P,8,False
165,Earth,55 Cancri e,True,11.0,False,0.0,False,G,S,32,False
166,Earth,TRAPPIST-1e,True,1.0,False,0.0,True,G,P,29,True
167,Earth,TRAPPIST-1e,False,8.0,False,0.0,True,G,P,29,False
168,Earth,TRAPPIST-1e,False,39.0,False,908.0,True,G,P,29,False
169,Mars,TRAPPIST-1e,True,2.0,False,0.0,True,F,P,41,True
170,Mars,TRAPPIST-1e,False,23.0,False,,True,F,P,41,False
171,Mars,TRAPPIST-1e,False,0.0,False,0.0,True,F,P,41,True
172,Mars,TRAPPIST-1e,False,39.0,False,1273.0,False,F,P,42,True
173,Mars,PSO J318.5-22,False,25.0,False,1778.0,False,D,P,5,False
174,Europa,TRAPPIST-1e,False,36.0,False,2342.0,False,C,P,5,False
175,Earth,PSO J318.5-22,,52.0,False,0.0,False,G,P,30,True
176,Earth,TRAPPIST-1e,True,18.0,False,0.0,False,G,S,33,False
177,Earth,TRAPPIST-1e,True,15.0,False,0.0,False,G,P,31,True
178,Europa,TRAPPIST-1e,True,35.0,False,0.0,True,B,S,3,True
179,Europa,TRAPPIST-1e,True,47.0,False,0.0,True,B,S,3,True
180,Europa,55 Cancri e,True,45.0,False,0.0,True,B,P,9,True
181,Europa,55 Cancri e,False,,False,,True,A,P,2,True
182,Europa,TRAPPIST-1e,True,51.0,False,0.0,False,C,S,8,True
183,Earth,TRAPPIST-1e,False,29.0,False,773.0,False,G,S,34,False
184,Europa,55 Cancri e,False,,False,2981.0,False,C,S,9,True
185,Earth,PSO J318.5-22,True,19.0,False,0.0,False,G,P,32,False
186,,55 Cancri e,True,24.0,False,0.0,False,D,P,6,True
187,Mars,TRAPPIST-1e,False,29.0,False,1040.0,True,F,P,44,True
188,Mars,TRAPPIST-1e,True,11.0,False,0.0,True,F,P,44,True
189,Mars,TRAPPIST-1e,False,17.0,False,1337.0,True,F,P,44,False
190,Earth,TRAPPIST-1e,False,13.0,False,982.0,True,E,P,9,False
191,Earth,TRAPPIST-1e,False,35.0,False,732.0,True,F,P,45,False
192,Earth,TRAPPIST-1e,False,21.0,False,794.0,False,F,P,46,False
193,Earth,55 Cancri e,False,21.0,False,1974.0,False,F,S,40,False
194,Earth,TRAPPIST-1e,False,38.0,False,1544.0,False,F,P,47,False
195,Earth,TRAPPIST-1e,True,19.0,False,0.0,False,G,P,36,True
196,Earth,TRAPPIST-1e,True,2.0,False,0.0,True,G,P,37,True
197,Earth,TRAPPIST-1e,False,0.0,False,0.0,True,G,P,37,True
198,Earth,TRAPPIST-1e,True,13.0,False,0.0,True,G,P,37,False
199,Earth,TRAPPIST-1e,False,25.0,False,,True,E,P,10,False
200,Earth,TRAPPIST-1e,False,16.0,False,1102.0,True,F,P,48,False
201,Earth,55 Cancri e,False,1.0,False,0.0,True,G,P,37,False
202,Earth,TRAPPIST-1e,True,15.0,False,0.0,True,G,P,37,True
203,Mars,55 Cancri e,False,21.0,False,2356.0,True,E,S,13,False
204,Mars,TRAPPIST-1e,False,23.0,False,1298.0,True,E,S,13,False
205,Mars,TRAPPIST-1e,False,33.0,False,2134.0,True,E,S,13,False
206,Mars,TRAPPIST-1e,True,21.0,False,0.0,True,E,S,13,True
207,Mars,TRAPPIST-1e,False,41.0,False,2597.0,True,E,S,13,False
208,Mars,TRAPPIST-1e,False,16.0,False,1370.0,True,E,S,13,False
209,Mars,TRAPPIST-1e,True,42.0,False,0.0,True,E,S,13,False
210,Mars,TRAPPIST-1e,False,20.0,False,1417.0,True,F,S,41,False
211,Mars,TRAPPIST-1e,True,24.0,False,0.0,True,F,S,41,True
212,Mars,TRAPPIST-1e,True,16.0,False,0.0,True,E,S,14,True
213,Earth,TRAPPIST-1e,False,21.0,False,676.0,False,G,S,35,False
214,Mars,TRAPPIST-1e,False,32.0,True,1820.0,False,F,S,42,False
215,Earth,PSO J318.5-22,True,58.0,False,0.0,False,G,P,38,True
216,Earth,TRAPPIST-1e,False,24.0,False,803.0,False,F,S,43,False
217,Mars,TRAPPIST-1e,False,30.0,False,1806.0,False,F,S,44,False
218,Earth,PSO J318.5-22,True,27.0,False,0.0,False,G,S,36,False
219,Mars,TRAPPIST-1e,False,32.0,False,1750.0,False,F,S,45,False
220,Earth,TRAPPIST-1e,False,43.0,False,,False,F,P,50,False
221,Europa,TRAPPIST-1e,True,42.0,False,0.0,False,B,P,11,True
222,Mars,TRAPPIST-1e,False,37.0,False,1048.0,False,,,,False
223,Mars,TRAPPIST-1e,True,35.0,False,0.0,False,F,P,52,True
224,Europa,55 Cancri e,False,33.0,False,7177.0,False,E,P,11,False
225,,TRAPPIST-1e,False,18.0,False,1288.0,False,F,S,46,False
226,Earth,TRAPPIST-1e,True,21.0,False,0.0,False,G,S,37,False
227,Mars,TRAPPIST-1e,True,43.0,False,0.0,True,,,,True
228,Mars,55 Cancri e,True,14.0,False,0.0,True,F,S,47,True
229,Europa,55 Cancri e,False,46.0,False,3578.0,True,C,P,6,True
230,Europa,TRAPPIST-1e,False,33.0,False,12378.0,True,C,P,6,False
231,Mars,TRAPPIST-1e,False,21.0,False,3261.0,False,D,P,8,False
232,Europa,TRAPPIST-1e,False,33.0,False,9684.0,False,C,S,10,False
233,Earth,PSO J318.5-22,True,47.0,False,0.0,False,G,S,38,False
234,Europa,55 Cancri e,True,54.0,False,0.0,False,C,S,11,True
235,Earth,TRAPPIST-1e,False,30.0,False,1571.0,False,F,P,53,False
236,Earth,TRAPPIST-1e,False,29.0,False,888.0,False,G,P,42,False
237,Earth,TRAPPIST-1e,False,21.0,False,1290.0,False,F,P,54,True
238,Europa,TRAPPIST-1e,True,24.0,False,0.0,False,A,S,3,True
239,Mars,55 Cancri e,False,21.0,False,,True,F,S,49,False
240,Mars,TRAPPIST-1e,True,60.0,False,0.0,True,F,S,49,True
241,Earth,TRAPPIST-1e,False,22.0,False,704.0,False,F,S,50,False
242,Europa,TRAPPIST-1e,False,26.0,False,7845.0,False,E,S,16,False
243,Earth,TRAPPIST-1e,False,26.0,False,898.0,False,F,P,56,False
244,Earth,TRAPPIST-1e,True,28.0,False,0.0,False,G,P,43,True
245,Europa,TRAPPIST-1e,True,39.0,False,0.0,False,D,S,8,True
246,Earth,TRAPPIST-1e,False,13.0,False,873.0,False,F,S,51,False
247,Earth,55 Cancri e,False,47.0,False,823.0,False,F,S,52,True
248,Earth,TRAPPIST-1e,False,63.0,False,1393.0,False,F,P,59,False
249,Europa,55 Cancri e,True,,False,0.0,False,D,S,9,True
250,Earth,55 Cancri e,False,50.0,False,2487.0,False,F,P,61,True
251,Earth,TRAPPIST-1e,False,35.0,False,,True,,,,False
252,Earth,TRAPPIST-1e,False,45.0,False,444.0,True,G,P,45,False
253,Earth,TRAPPIST-1e,False,19.0,False,2078.0,False,F,P,63,True
254,Earth,TRAPPIST-1e,False,21.0,False,918.0,False,F,S,54,True
255,Earth,PSO J318.5-22,True,29.0,False,0.0,True,G,P,46,True
256,Earth,TRAPPIST-1e,False,22.0,False,803.0,True,F,P,64,True
257,Europa,TRAPPIST-1e,True,14.0,False,0.0,True,E,P,16,True
258,Europa,55 Cancri e,True,42.0,False,0.0,True,E,P,16,True
259,Earth,55 Cancri e,False,57.0,False,1488.0,False,F,P,65,False
260,Europa,55 Cancri e,True,39.0,False,0.0,True,,,,True
261,Europa,TRAPPIST-1e,False,28.0,False,2085.0,True,B,P,12,False
262,Earth,55 Cancri e,False,19.0,False,828.0,False,F,S,55,False
263,Europa,55 Cancri e,True,19.0,False,0.0,False,C,S,12,True
264,Europa,55 Cancri e,False,26.0,False,5877.0,True,B,S,7,True
265,Europa,TRAPPIST-1e,True,17.0,False,0.0,True,B,S,7,True
266,Europa,TRAPPIST-1e,,43.0,False,0.0,True,B,S,7,True
267,Europa,55 Cancri e,False,9.0,False,0.0,True,B,S,7,True
268,Europa,TRAPPIST-1e,False,40.0,False,7678.0,False,D,S,10,True
269,Europa,TRAPPIST-1e,True,50.0,False,0.0,False,B,S,8,True
270,Earth,TRAPPIST-1e,False,24.0,False,1433.0,False,G,P,47,True
271,Europa,55 Cancri e,True,57.0,False,0.0,False,A,P,3,True
272,Earth,TRAPPIST-1e,True,16.0,False,0.0,False,,,,False
273,Earth,TRAPPIST-1e,False,23.0,False,1385.0,False,F,P,67,False
274,Earth,TRAPPIST-1e,True,23.0,False,0.0,False,G,S,41,True
275,Europa,TRAPPIST-1e,False,28.0,False,7439.0,False,E,S,18,False
276,Europa,55 Cancri e,False,23.0,False,3073.0,False,C,P,7,False
277,Earth,TRAPPIST-1e,False,23.0,False,904.0,False,E,S,19,False
278,Earth,TRAPPIST-1e,False,18.0,False,1359.0,False,F,S,59,True
279,Earth,TRAPPIST-1e,False,18.0,False,1357.0,False,F,S,60,False
280,Europa,TRAPPIST-1e,False,67.0,False,,False,,,,False
281,Earth,PSO J318.5-22,False,60.0,False,552.0,True,F,P,68,True
282,Earth,55 Cancri e,True,,False,0.0,True,G,P,50,True
283,Earth,55 Cancri e,False,49.0,False,649.0,True,F,P,68,True
284,Earth,55 Cancri e,False,0.0,False,0.0,True,G,P,50,True
285,Earth,55 Cancri e,False,26.0,False,1790.0,False,G,P,51,False
286,Earth,PSO J318.5-22,True,35.0,False,0.0,False,G,S,42,True
287,Europa,TRAPPIST-1e,False,24.0,False,,True,B,S,9,True
288,Europa,TRAPPIST-1e,True,20.0,False,0.0,True,B,S,9,True
289,Earth,TRAPPIST-1e,False,18.0,False,,True,G,S,44,False
290,Earth,TRAPPIST-1e,False,21.0,False,,True,G,S,44,False
291,,TRAPPIST-1e,False,59.0,True,1227.0,False,F,S,61,False
292,Earth,PSO J318.5-22,True,13.0,False,0.0,False,G,S,45,False
293,Earth,55 Cancri e,True,43.0,False,0.0,False,G,P,53,False
294,Earth,TRAPPIST-1e,True,29.0,False,0.0,False,G,S,47,False
295,Earth,TRAPPIST-1e,False,19.0,False,803.0,False,,,,True
296,Europa,TRAPPIST-1e,False,2.0,False,0.0,True,C,S,14,True
297,Europa,TRAPPIST-1e,False,32.0,False,5146.0,True,C,S,14,True
298,Europa,TRAPPIST-1e,False,33.0,False,2168.0,True,C,S,14,False
299,Earth,TRAPPIST-1e,False,25.0,False,803.0,False,F,P,72,False
300,Mars,55 Cancri e,True,29.0,False,0.0,False,F,P,73,True
301,Mars,TRAPPIST-1e,False,29.0,False,7404.0,False,F,S,62,False
302,Earth,TRAPPIST-1e,False,44.0,False,712.0,False,F,P,74,False
303,Mars,55 Cancri e,True,2.0,False,0.0,True,F,S,63,True
304,Mars,TRAPPIST-1e,False,19.0,False,2460.0,True,F,S,63,True
305,Mars,55 Cancri e,False,0.0,False,0.0,True,F,S,63,True
306,Earth,TRAPPIST-1e,True,18.0,False,0.0,False,G,S,48,True
307,Europa,55 Cancri e,True,38.0,False,0.0,False,B,S,10,True
308,Earth,PSO J318.5-22,True,5.0,False,0.0,False,G,P,57,False
309,Earth,PSO J318.5-22,False,31.0,False,1302.0,False,F,P,76,False
310,Mars,TRAPPIST-1e,True,30.0,False,0.0,False,E,S,21,False
311,Earth,55 Cancri e,True,15.0,False,0.0,False,G,P,59,True
312,Mars,TRAPPIST-1e,False,27.0,False,1868.0,False,F,S,64,False
313,Mars,TRAPPIST-1e,False,22.0,False,3223.0,True,D,P,12,True
314,Mars,TRAPPIST-1e,False,36.0,False,2385.0,True,,,,True
315,Earth,PSO J318.5-22,True,14.0,False,0.0,False,G,P,60,True
316,Mars,TRAPPIST-1e,False,23.0,False,4976.0,False,F,P,78,False
317,Earth,TRAPPIST-1e,True,18.0,False,0.0,False,,,,True
318,Europa,55 Cancri e,True,36.0,False,0.0,False,B,P,15,True
319,Earth,TRAPPIST-1e,False,41.0,False,,False,F,S,65,False
320,Earth,TRAPPIST-1e,True,50.0,False,0.0,True,G,S,50,True
321,Earth,PSO J318.5-22,True,32.0,False,0.0,True,G,S,50,True
322,Earth,PSO J318.5-22,False,26.0,False,689.0,False,F,S,66,False
323,Earth,TRAPPIST-1e,False,15.0,False,715.0,False,F,S,67,False
324,Earth,55 Cancri e,False,33.0,False,733.0,False,F,S,68,True
325,Earth,55 Cancri e,False,,False,706.0,False,G,S,51,False
326,Mars,TRAPPIST-1e,False,26.0,False,7405.0,True,F,P,82,False
327,Mars,TRAPPIST-1e,True,61.0,False,0.0,True,F,P,82,True
328,Earth,TRAPPIST-1e,False,24.0,False,827.0,False,G,S,53,True
329,Earth,TRAPPIST-1e,False,30.0,False,1559.0,False,F,P,83,False
330,Mars,TRAPPIST-1e,True,24.0,False,0.0,False,F,P,84,True
331,Earth,TRAPPIST-1e,False,24.0,False,2771.0,False,F,P,85,False
332,Earth,TRAPPIST-1e,True,41.0,False,0.0,False,G,P,62,False
333,Earth,TRAPPIST-1e,False,20.0,False,788.0,False,E,P,22,False
334,Earth,TRAPPIST-1e,False,22.0,False,908.0,False,G,S,54,True
335,Europa,55 Cancri e,False,63.0,False,9432.0,False,C,S,15,False
336,Europa,55 Cancri e,False,18.0,False,6065.0,True,B,S,11,False
337,Europa,55 Cancri e,True,21.0,False,0.0,True,B,S,11,True
338,Europa,TRAPPIST-1e,False,79.0,False,10645.0,True,B,S,11,False
339,Europa,TRAPPIST-1e,True,56.0,False,0.0,True,B,S,11,True
340,Europa,TRAPPIST-1e,True,13.0,False,0.0,True,B,S,11,True
341,Europa,TRAPPIST-1e,False,33.0,False,4729.0,True,B,S,11,False
342,Europa,TRAPPIST-1e,True,32.0,False,0.0,True,B,S,11,True
343,Earth,TRAPPIST-1e,False,31.0,False,953.0,False,G,P,63,True
344,Europa,55 Cancri e,True,26.0,False,0.0,False,,,,True
345,Europa,55 Cancri e,True,18.0,False,0.0,True,B,P,16,True
346,Europa,55 Cancri e,True,38.0,False,0.0,True,B,P,16,True
347,Earth,,False,23.0,False,720.0,False,G,P,64,False
348,Earth,TRAPPIST-1e,False,28.0,False,4688.0,True,G,S,55,False
349,Earth,PSO J318.5-22,True,34.0,False,0.0,True,G,S,55,False
350,Earth,55 Cancri e,False,0.0,False,0.0,True,G,S,56,True
351,Earth,TRAPPIST-1e,False,14.0,False,909.0,True,G,S,56,True
352,Earth,TRAPPIST-1e,False,23.0,False,888.0,False,G,P,65,False
353,Earth,TRAPPIST-1e,True,49.0,False,0.0,False,G,P,66,False
354,Earth,TRAPPIST-1e,True,14.0,False,0.0,False,G,S,57,False
355,Earth,TRAPPIST-1e,False,18.0,False,791.0,False,E,P,23,False
356,Europa,PSO J318.5-22,False,27.0,True,6784.0,False,C,P,9,True
357,Earth,TRAPPIST-1e,False,48.0,False,1619.0,False,E,P,24,False
358,Europa,55 Cancri e,False,31.0,True,25400.0,True,B,P,17,False
359,Europa,55 Cancri e,False,61.0,False,4445.0,True,B,P,17,False
360,Earth,TRAPPIST-1e,True,18.0,False,0.0,False,G,S,59,True
361,Mars,TRAPPIST-1e,True,45.0,False,0.0,False,F,S,69,True
362,Mars,TRAPPIST-1e,False,22.0,False,6498.0,False,D,S,13,False
